ROTULO_COLUNA;NOME_CURTO;DESCRICAO_COMPLETA;TIPO_DADO;UNIDADE;ANO_REFERENCIA;FONTE_PRIMARIA;FONTE_SECUNDARIA
SALDO_BALANCA_2023;Saldo Balanca;Saldo da balança comercial municipal (exportações - importações) em milhares de USD em 2023;INTEGER;unidades;2023;IBGE;RAIS/CAGED
SALDO_EMPREGOS_2020;Saldo Empregos;Saldo líquido de empregos formais (admissões - desligamentos) em 2020;INTEGER;vínculos;2020;MTE;RAIS/CAGED
SALDO_EMPREGOS_2021;Saldo Empregos;Saldo líquido de empregos formais (admissões - desligamentos) em 2021;INTEGER;vínculos;2021;MTE;RAIS/CAGED
SALDO_EMPREGOS_2022;Saldo Empregos;Saldo líquido de empregos formais (admissões - desligamentos) em 2022;INTEGER;vínculos;2022;MTE;RAIS/CAGED
SALDO_EMPREGOS_2023;Saldo Empregos;Saldo líquido de empregos formais (admissões - desligamentos) em 2023;INTEGER;vínculos;2023;MTE;RAIS/CAGED
SOJA_AREA_2019;Soja Area;Área plantada de soja em hectares em 2019;DECIMAL;hectares;2019;IBGE;Produção Agrícola Municipal
SOJA_AREA_2020;Soja Area;Área plantada de soja em hectares em 2020;DECIMAL;hectares;2020;IBGE;Produção Agrícola Municipal
SOJA_AREA_2021;Soja Area;Área plantada de soja em hectares em 2021;DECIMAL;hectares;2021;IBGE;Produção Agrícola Municipal
SOJA_AREA_2022;Soja Area;Área plantada de soja em hectares em 2022;DECIMAL;hectares;2022;IBGE;Produção Agrícola Municipal
SOJA_AREA_2023;Soja Area;Área plantada de soja em hectares em 2023;DECIMAL;hectares;2023;IBGE;Produção Agrícola Municipal
SOJA_PRODUCAO_2019;Soja Producao;Produção de soja em toneladas em 2019;INTEGER;toneladas;2019;IBGE;Produção Agrícola Municipal
SOJA_PRODUCAO_2020;Soja Producao;Produção de soja em toneladas em 2020;INTEGER;toneladas;2020;IBGE;Produção Agrícola Municipal
SOJA_PRODUCAO_2021;Soja Producao;Produção de soja em toneladas em 2021;INTEGER;toneladas;2021;IBGE;Produção Agrícola Municipal
SOJA_PRODUCAO_2022;Soja Producao;Produção de soja em toneladas em 2022;INTEGER;toneladas;2022;IBGE;Produção Agrícola Municipal
SOJA_PRODUCAO_2023;Soja Producao;Produção de soja em toneladas em 2023;INTEGER;toneladas;2023;IBGE;Produção Agrícola Municipal
SOJA_RENDIMENTO_2019;Soja Rendimento;Rendimento médio da produção de soja em quilogramas por hectare em 2019;DECIMAL;kg/ha;2019;IBGE;Produção Agrícola Municipal
SOJA_RENDIMENTO_2020;Soja Rendimento;Rendimento médio da produção de soja em quilogramas por hectare em 2020;DECIMAL;kg/ha;2020;IBGE;Produção Agrícola Municipal
SOJA_RENDIMENTO_2021;Soja Rendimento;Rendimento médio da produção de soja em quilogramas por hectare em 2021;DECIMAL;kg/ha;2021;IBGE;Produção Agrícola Municipal
SOJA_RENDIMENTO_2022;Soja Rendimento;Rendimento médio da produção de soja em quilogramas por hectare em 2022;DECIMAL;kg/ha;2022;IBGE;Produção Agrícola Municipal
SOJA_RENDIMENTO_2023;Soja Rendimento;Rendimento médio da produção de soja em quilogramas por hectare em 2023;DECIMAL;kg/ha;2023;IBGE;Produção Agrícola Municipal
SUINOS_2019;Suinos;Número de cabeças de suínos no efetivo do rebanho em 2019;INTEGER;cabeças;2019;IBGE;Pesquisa da Pecuária Municipal
SUINOS_2020;Suinos;Número de cabeças de suínos no efetivo do rebanho em 2020;INTEGER;cabeças;2020;IBGE;Pesquisa da Pecuária Municipal
SUINOS_2021;Suinos;Número de cabeças de suínos no efetivo do rebanho em 2021;INTEGER;cabeças;2021;IBGE;Pesquisa da Pecuária Municipal
SUINOS_2022;Suinos;Número de cabeças de suínos no efetivo do rebanho em 2022;INTEGER;cabeças;2022;IBGE;Pesquisa da Pecuária Municipal
SUINOS_2023;Suinos;Número de cabeças de suínos no efetivo do rebanho em 2023;INTEGER;cabeças;2023;IBGE;Pesquisa da Pecuária Municipal
SUS_2019;Sus;Número de estabelecimentos de saúde vinculados ao SUS em 2019;INTEGER;unidades;2019;IBGE;Base de Dados Municipal
SUS_2020;Sus;Número de estabelecimentos de saúde vinculados ao SUS em 2020;INTEGER;unidades;2020;IBGE;Base de Dados Municipal
SUS_2021;Sus;Número de estabelecimentos de saúde vinculados ao SUS em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
SUS_2022;Sus;Número de estabelecimentos de saúde vinculados ao SUS em 2022;INTEGER;unidades;2022;IBGE;Base de Dados Municipal
SUS_2023;Sus;Número de estabelecimentos de saúde vinculados ao SUS em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
TAXA_ABANDONO_FUNDAMENTAL_2023;Taxa Abandono Fundamental;Taxa de abandono escolar no ensino fundamental em 2023;PERCENTAGE;%;2023;IBGE;Base de Dados Municipal
TAXA_ABANDONO_MEDIO_2023;Taxa Abandono Medio;Taxa de abandono escolar no ensino médio em 2023;PERCENTAGE;%;2023;IBGE;Base de Dados Municipal
TAXA_ALFABETIZACAO_15_24_2022;Taxa Alfabetizacao 15 24;Taxa de alfabetização da população de 15 anos ou mais em 2022;PERCENTAGE;%;2022;IBGE;Base de Dados Municipal
TAXA_ALFABETIZACAO_2000;Taxa Alfabetizacao;Taxa de alfabetização da população de 15 anos ou mais em 2000;PERCENTAGE;%;2000;IBGE;Base de Dados Municipal
TAXA_ALFABETIZACAO_2010;Taxa Alfabetizacao;Taxa de alfabetização da população de 15 anos ou mais em 2010;PERCENTAGE;%;2010;IBGE;Base de Dados Municipal
TAXA_ALFABETIZACAO_2022;Taxa Alfabetizacao;Taxa de alfabetização da população de 15 anos ou mais em 2022;PERCENTAGE;%;2022;IBGE;Base de Dados Municipal
TAXA_ALFABETIZACAO_25_39_2022;Taxa Alfabetizacao 25 39;Taxa de alfabetização da população de 15 anos ou mais em 2022;PERCENTAGE;%;2022;IBGE;Base de Dados Municipal
TAXA_ALFABETIZACAO_40_59_2022;Taxa Alfabetizacao 40 59;Taxa de alfabetização da população de 15 anos ou mais em 2022;PERCENTAGE;%;2022;IBGE;Base de Dados Municipal
TAXA_ALFABETIZACAO_60_MAIS_2022;Taxa Alfabetizacao 60 Mais;Taxa de alfabetização da população de 15 anos ou mais em 2022;PERCENTAGE;%;2022;IBGE;Base de Dados Municipal
TAXA_ALFABETIZACAO_FEM_2022;Taxa Alfabetizacao Fem;Taxa de alfabetização da população de 15 anos ou mais em 2022;PERCENTAGE;%;2022;IBGE;Base de Dados Municipal
TAXA_ALFABETIZACAO_MASC_2022;Taxa Alfabetizacao Masc;Taxa de alfabetização da população de 15 anos ou mais em 2022;PERCENTAGE;%;2022;IBGE;Base de Dados Municipal
TAXA_APROVACAO_FUNDAMENTAL_2023;Taxa Aprovacao Fundamental;Taxa de aprovação escolar no ensino fundamental em 2023;PERCENTAGE;%;2023;IBGE;Base de Dados Municipal
TAXA_APROVACAO_MEDIO_2023;Taxa Aprovacao Medio;Taxa de aprovação escolar no ensino médio em 2023;PERCENTAGE;%;2023;IBGE;Base de Dados Municipal
TAXA_CRESCIMENTO_ANUAL_1991_2000;Taxa Crescimento Anual 1991;Taxa média geométrica de crescimento anual da população;PERCENTAGE;%;2000;IBGE;Base de Dados Municipal
TAXA_CRESCIMENTO_ANUAL_2000_2010;Taxa Crescimento Anual 2000;Taxa média geométrica de crescimento anual da população;PERCENTAGE;%;2010;IBGE;Base de Dados Municipal
TAXA_CRESCIMENTO_ANUAL_2010_2022;Taxa Crescimento Anual 2010;Taxa média geométrica de crescimento anual da população;PERCENTAGE;%;2022;IBGE;Base de Dados Municipal
TAXA_FECUNDIDADE_1991;Taxa Fecundidade;Taxa de fecundidade total (número médio de filhos por mulher) em 1991;PERCENTAGE;%;1991;IBGE;Base de Dados Municipal
TAXA_FECUNDIDADE_2000;Taxa Fecundidade;Taxa de fecundidade total (número médio de filhos por mulher) em 2000;PERCENTAGE;%;2000;IBGE;Base de Dados Municipal
TAXA_FECUNDIDADE_2010;Taxa Fecundidade;Taxa de fecundidade total (número médio de filhos por mulher) em 2010;PERCENTAGE;%;2010;IBGE;Base de Dados Municipal
TAXA_MORTALIDADE_INFANTIL_1991;Taxa Mortalidade Infantil;Taxa de mortalidade infantil (menores de 1 ano) por mil nascidos vivos em 1991;PERCENTAGE;%;1991;DATASUS;Atlas do Desenvolvimento Humano
TAXA_MORTALIDADE_INFANTIL_2000;Taxa Mortalidade Infantil;Taxa de mortalidade infantil (menores de 1 ano) por mil nascidos vivos em 2000;PERCENTAGE;%;2000;DATASUS;Atlas do Desenvolvimento Humano
TAXA_MORTALIDADE_INFANTIL_2010;Taxa Mortalidade Infantil;Taxa de mortalidade infantil (menores de 1 ano) por mil nascidos vivos em 2010;PERCENTAGE;%;2010;DATASUS;Atlas do Desenvolvimento Humano
TAXA_MORTALIDADE_INFANTIL_2020;Taxa Mortalidade Infantil;Taxa de mortalidade infantil (menores de 1 ano) por mil nascidos vivos em 2020;PERCENTAGE;%;2020;DATASUS;Sistema de Informações sobre Mortalidade
TAXA_MORTALIDADE_INFANTIL_2021;Taxa Mortalidade Infantil;Taxa de mortalidade infantil (menores de 1 ano) por mil nascidos vivos em 2021;PERCENTAGE;%;2021;DATASUS;Sistema de Informações sobre Mortalidade
TAXA_REPROVACAO_FUNDAMENTAL_2023;Taxa Reprovacao Fundamental;Taxa de reprovação escolar no ensino fundamental em 2023;PERCENTAGE;%;2023;IBGE;Base de Dados Municipal
TAXA_REPROVACAO_MEDIO_2023;Taxa Reprovacao Medio;Taxa de reprovação escolar no ensino médio em 2023;PERCENTAGE;%;2023;IBGE;Base de Dados Municipal
TAXA_URBANIZACAO_1991;Taxa Urbanizacao;Percentual da população vivendo em área urbana em 1991;PERCENTAGE;%;1991;IBGE;Base de Dados Municipal
TAXA_URBANIZACAO_2000;Taxa Urbanizacao;Percentual da população vivendo em área urbana em 2000;PERCENTAGE;%;2000;IBGE;Base de Dados Municipal
TAXA_URBANIZACAO_2010;Taxa Urbanizacao;Percentual da população vivendo em área urbana em 2010;PERCENTAGE;%;2010;IBGE;Base de Dados Municipal
TAXA_URBANIZACAO_2022;Taxa Urbanizacao;Percentual da população vivendo em área urbana em 2022;PERCENTAGE;%;2022;IBGE;Base de Dados Municipal
TIPO_SOLO_PREDOMINANTE;Tipo Solo Predominante;Tipo de solo predominante no território municipal;TEXT;texto;2023;IBGE;Base de Dados Municipal
TOTAL_TRANSFERENCIAS_2019;Total Transferencias;Total de transferências intergovernamentais recebidas em milhares de reais em 2019;INTEGER;mil R$;2019;STN;FINBRA - Finanças Municipais
TOTAL_TRANSFERENCIAS_2020;Total Transferencias;Total de transferências intergovernamentais recebidas em milhares de reais em 2020;INTEGER;mil R$;2020;STN;FINBRA - Finanças Municipais
TOTAL_TRANSFERENCIAS_2021;Total Transferencias;Total de transferências intergovernamentais recebidas em milhares de reais em 2021;INTEGER;mil R$;2021;STN;FINBRA - Finanças Municipais
TOTAL_TRANSFERENCIAS_2022;Total Transferencias;Total de transferências intergovernamentais recebidas em milhares de reais em 2022;INTEGER;mil R$;2022;STN;FINBRA - Finanças Municipais
TOTAL_TRANSFERENCIAS_2023;Total Transferencias;Total de transferências intergovernamentais recebidas em milhares de reais em 2023;INTEGER;mil R$;2023;STN;FINBRA - Finanças Municipais
TUBERCULOSE_2019;Tuberculose;Número de casos notificados de tuberculose em 2019;INTEGER;unidades;2019;DATASUS;Sistema de Informação de Agravos de Notificação
TUBERCULOSE_2020;Tuberculose;Número de casos notificados de tuberculose em 2020;INTEGER;unidades;2020;DATASUS;Sistema de Informação de Agravos de Notificação
TUBERCULOSE_2021;Tuberculose;Número de casos notificados de tuberculose em 2021;INTEGER;unidades;2021;DATASUS;Sistema de Informação de Agravos de Notificação
TUBERCULOSE_2022;Tuberculose;Número de casos notificados de tuberculose em 2022;INTEGER;unidades;2022;DATASUS;Sistema de Informação de Agravos de Notificação
TUBERCULOSE_2023;Tuberculose;Número de casos notificados de tuberculose em 2023;INTEGER;unidades;2023;DATASUS;Sistema de Informação de Agravos de Notificação
UBS_2019;Ubs;Número de Unidades Básicas de Saúde em funcionamento em 2019;INTEGER;unidades;2019;IBGE;Base de Dados Municipal
UBS_2020;Ubs;Número de Unidades Básicas de Saúde em funcionamento em 2020;INTEGER;unidades;2020;IBGE;Base de Dados Municipal
UBS_2021;Ubs;Número de Unidades Básicas de Saúde em funcionamento em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
UBS_2022;Ubs;Número de Unidades Básicas de Saúde em funcionamento em 2022;INTEGER;unidades;2022;IBGE;Base de Dados Municipal
UBS_2023;Ubs;Número de Unidades Básicas de Saúde em funcionamento em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
USO_TERRA_AGRICULTURA;Uso Terra Agricultura;Percentual do território municipal utilizado para agricultura;INTEGER;unidades;2023;IBGE;Pesquisa Agrícola Municipal
USO_TERRA_PECUARIA;Uso Terra Pecuaria;Percentual do território municipal utilizado para pecuária;INTEGER;unidades;2023;IBGE;Pesquisa Agrícola Municipal
USO_TERRA_VEGETACAO_NATURAL;Uso Terra Vegetacao Natural;Percentual do território municipal com vegetação natural;INTEGER;unidades;2023;IBGE;Pesquisa Agrícola Municipal
VAB_ADM_PUBLICA_2017;Vab Adm Publica;Valor Adicionado Bruto da Administração Pública em milhares de reais em 2017;DECIMAL;mil R$;2017;IBGE;Produto Interno Bruto dos Municípios
VAB_ADM_PUBLICA_2018;Vab Adm Publica;Valor Adicionado Bruto da Administração Pública em milhares de reais em 2018;DECIMAL;mil R$;2018;IBGE;Produto Interno Bruto dos Municípios
VAB_ADM_PUBLICA_2019;Vab Adm Publica;Valor Adicionado Bruto da Administração Pública em milhares de reais em 2019;DECIMAL;mil R$;2019;IBGE;Produto Interno Bruto dos Municípios
VAB_ADM_PUBLICA_2020;Vab Adm Publica;Valor Adicionado Bruto da Administração Pública em milhares de reais em 2020;DECIMAL;mil R$;2020;IBGE;Produto Interno Bruto dos Municípios
VAB_ADM_PUBLICA_2021;Vab Adm Publica;Valor Adicionado Bruto da Administração Pública em milhares de reais em 2021;DECIMAL;mil R$;2021;IBGE;Produto Interno Bruto dos Municípios
VAB_AGROPECUARIA_2017;Vab Agropecuaria;Vab Agropecuaria para o município em 2017;DECIMAL;mil R$;2017;IBGE;Produto Interno Bruto dos Municípios
VAB_AGROPECUARIA_2018;Vab Agropecuaria;Vab Agropecuaria para o município em 2018;DECIMAL;mil R$;2018;IBGE;Produto Interno Bruto dos Municípios
VAB_INDUSTRIA_2017;Vab Industria;Vab Industria para o município em 2017;DECIMAL;mil R$;2017;IBGE;Produto Interno Bruto dos Municípios
VAB_INDUSTRIA_2018;Vab Industria;Vab Industria para o município em 2018;DECIMAL;mil R$;2018;IBGE;Produto Interno Bruto dos Municípios
VAB_SERVICOS_2017;Vab Servicos;Vab Servicos para o município em 2017;DECIMAL;mil R$;2017;IBGE;Produto Interno Bruto dos Municípios
VAB_SERVICOS_2018;Vab Servicos;Vab Servicos para o município em 2018;DECIMAL;mil R$;2018;IBGE;Produto Interno Bruto dos Municípios
VALOR_AUXILIO_EMERGENCIAL_2021;Valor Auxilio Emergencial;Valor total transferido pelo Auxílio Emergencial em milhares de reais em 2021;DECIMAL;mil R$;2021;MDS;Cadastro Único
VALOR_AUXILIO_EMERGENCIAL_2022;Valor Auxilio Emergencial;Valor total transferido pelo Auxílio Emergencial em milhares de reais em 2022;DECIMAL;mil R$;2022;MDS;Cadastro Único
VALOR_MEDIO_BOLSA_FAMILIA_2019;Valor Medio Bolsa Familia;Valor médio mensal do benefício do Programa Bolsa Família em reais em 2019;DECIMAL;R$;2019;MDS;Cadastro Único
VALOR_MEDIO_BOLSA_FAMILIA_2020;Valor Medio Bolsa Familia;Valor médio mensal do benefício do Programa Bolsa Família em reais em 2020;DECIMAL;R$;2020;MDS;Cadastro Único
VALOR_MEDIO_BOLSA_FAMILIA_2021;Valor Medio Bolsa Familia;Valor médio mensal do benefício do Programa Bolsa Família em reais em 2021;DECIMAL;R$;2021;MDS;Cadastro Único
VALOR_MEDIO_BOLSA_FAMILIA_2022;Valor Medio Bolsa Familia;Valor médio mensal do benefício do Programa Bolsa Família em reais em 2022;DECIMAL;R$;2022;MDS;Cadastro Único
VALOR_MEDIO_BOLSA_FAMILIA_2023;Valor Medio Bolsa Familia;Valor médio mensal do benefício do Programa Bolsa Família em reais em 2023;DECIMAL;R$;2023;MDS;Cadastro Único
VEICULOS_AUTOMOVEIS_2019;Veiculos Automoveis;Número de automóveis registrados no município em 2019;INTEGER;veículos;2019;DENATRAN;Frota de Veículos
VEICULOS_AUTOMOVEIS_2020;Veiculos Automoveis;Número de automóveis registrados no município em 2020;INTEGER;veículos;2020;DENATRAN;Frota de Veículos
VEICULOS_AUTOMOVEIS_2021;Veiculos Automoveis;Número de automóveis registrados no município em 2021;INTEGER;veículos;2021;DENATRAN;Frota de Veículos
VEICULOS_AUTOMOVEIS_2022;Veiculos Automoveis;Número de automóveis registrados no município em 2022;INTEGER;veículos;2022;DENATRAN;Frota de Veículos
VEICULOS_CAMINHOES_2019;Veiculos Caminhoes;Número de caminhões registrados no município em 2019;INTEGER;veículos;2019;DENATRAN;Frota de Veículos
VEICULOS_CAMINHOES_2020;Veiculos Caminhoes;Número de caminhões registrados no município em 2020;INTEGER;veículos;2020;DENATRAN;Frota de Veículos
VEICULOS_CAMINHOES_2021;Veiculos Caminhoes;Número de caminhões registrados no município em 2021;INTEGER;veículos;2021;DENATRAN;Frota de Veículos
VEICULOS_CAMINHOES_2022;Veiculos Caminhoes;Número de caminhões registrados no município em 2022;INTEGER;veículos;2022;DENATRAN;Frota de Veículos
VEICULOS_MOTOCICLETAS_2019;Veiculos Motocicletas;Número de motocicletas registradas no município em 2019;INTEGER;veículos;2019;DENATRAN;Frota de Veículos
VEICULOS_MOTOCICLETAS_2020;Veiculos Motocicletas;Número de motocicletas registradas no município em 2020;INTEGER;veículos;2020;DENATRAN;Frota de Veículos
VEICULOS_MOTOCICLETAS_2021;Veiculos Motocicletas;Número de motocicletas registradas no município em 2021;INTEGER;veículos;2021;DENATRAN;Frota de Veículos
VEICULOS_MOTOCICLETAS_2022;Veiculos Motocicletas;Número de motocicletas registradas no município em 2022;INTEGER;veículos;2022;DENATRAN;Frota de Veículos
VEICULOS_ONIBUS_2019;Veiculos Onibus;Número de ônibus registrados no município em 2019;INTEGER;veículos;2019;DENATRAN;Frota de Veículos
VEICULOS_ONIBUS_2020;Veiculos Onibus;Número de ônibus registrados no município em 2020;INTEGER;veículos;2020;DENATRAN;Frota de Veículos
VEICULOS_ONIBUS_2021;Veiculos Onibus;Número de ônibus registrados no município em 2021;INTEGER;veículos;2021;DENATRAN;Frota de Veículos
VEICULOS_ONIBUS_2022;Veiculos Onibus;Número de ônibus registrados no município em 2022;INTEGER;veículos;2022;DENATRAN;Frota de Veículos
ZIKA_2020;Zika;Número de casos notificados de Zika vírus em 2020;INTEGER;unidades;2020;DATASUS;Sistema de Informação de Agravos de Notificação
ZIKA_2021;Zika;Número de casos notificados de Zika vírus em 2021;INTEGER;unidades;2021;DATASUS;Sistema de Informação de Agravos de Notificação
ZIKA_2022;Zika;Número de casos notificados de Zika vírus em 2022;INTEGER;unidades;2022;DATASUS;Sistema de Informação de Agravos de Notificação
ZIKA_2023;Zika;Número de casos notificados de Zika vírus em 2023;INTEGER;unidades;2023;DATASUS;Sistema de Informação de Agravos de Notificação
ZIKA_2024;Zika;Número de casos notificados de Zika vírus em 2024;INTEGER;unidades;2024;DATASUS;Sistema de Informação de Agravos de Notificação
